**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20200315153544
Nombre de usuario: ACADEMICO\1144202885
Usuario RunAs: ACADEMICO\1144202885
Nombre de la configuración: 
Máquina: DESKTOP-O7EMF1E (Microsoft Windows NT 10.0.17763.0)
Aplicación host: C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe
Id. de proceso: 680
PSVersion: 5.1.17763.1007
                                                                                                       o
                                                                                                       s
                                                                                                       o
                                                                                                       f
                                                                                                       t
                                                                                                       -
                                                                                                       w
                                                                                                       i
                                                                                                       n
                                                                                                       d
                                                                                                       o
                                                                                                       w
                                                                                                       s
                                                                                                       -
                                                                                                       h
                                                                                                       t
                                                                                                       m
                                                                                                       l
                                                                                                       h
                                                                                                       e
                                                                                                       l
                                                                                                       p
                                                                                                       _
                                                                                                       3
                                                                                                       1
                                                                                                       b
                                                                                                       f
                                                                                                       3
                                                                                                       8
                                                                                                       5
                                                                                                       6
                                                                                                       a
                                                                                                       d
                                                                                                       3
                                                                                                       6
                                                                                                       4
                                                                                                       e
                                                                                                       3
                                                                                                       5
                                                                                                       _
                                                                                                       1
                                                                                                       0
                                                                                                       .
                                                                                                       0
                                                                                                       .
                                                                                                       1
                                                                                                       7
                                                                                                       7
                                                                                                       6
                                                                                                       3
                                                                                                       .
                                                                                                       1
                                                                                                       _
                                                                                                       n
                                                                                                       o
                                                                                                       n
                                                                                                       e
                                                                                                       _
                                                                                                       b
                                                                                                       9
                                                                                                       1
                                                                                                       b
                                                                                                       e
                                                                                                       0
                                                                                                       9
                                                                                                       7
                                                                                                       d
                                                                                                       c
                                                                                                       e
                                                                                                       5
                                                                                                       e
                                                                                                       7
                                                                                                       1
                                                                                                       0
                                                                                                       \
                                                                                                       h
                                                                                                       h
                                                                                                       .
                                                                                                       e
                                                                                                       x
                                                                                                       e
                                                                                                       ,

                                                                                                       C
                                                                                                       :
                                                                                                       \
                                                                                                       W
                                                                                                       i
                                                                                                       n
                                                                                                       d
                                                                                                       o
                                                                                                       w
                                                                                                       s
                                                                                                       \
                                                                                                       W
                                                                                                       i
                                                                                                       n
                                                                                                       S
                                                                                                       x
                                                                                                       S
                                                                                                       \
                                                                                                       a
                                                                                                       m
                                                                                                       d
                                                                                                       6
                                                                                                       4
                                                                                                       _
                                                                                                       m
                                                                                                       i
                                                                                                       c
                                                                                                       r
                                                                                                       o
                                                                                                       s
                                                                                                       o
                                                                                                       f
                                                                                                       t
                                                                                                       -
                                                                                                       w
                                                                                                       i
                                                                                                       n
                                                                                                       d
                                                                                                       o
                                                                                                       w
                                                                                                       s
                                                                                                       -
                                                                                                       h
                                                                                                       t
                                                                                                       m
                                                                                                       l
                                                                                                       h
                                                                                                       e
                                                                                                       l
                                                                                                       p
                                                                                                       _
                                                                                                       3
                                                                                                       1
                                                                                                       b
                                                                                                       f
                                                                                                       3
                                                                                                       8
                                                                                                       5
                                                                                                       6
                                                                                                       a
                                                                                                       d
                                                                                                       3
                                                                                                       6
                                                                                                       4
                                                                                                       e
                                                                                                       3
                                                                                                       5
                                                                                                       _
                                                                                                       1
                                                                                                       0
                                                                                                       .
                                                                                                       0
                                                                                                       .
                                                                                                       1
                                                                                                       7
                                                                                                       7
                                                                                                       6
                                                                                                       3
                                                                                                       .
                                                                                                       4
                                                                                                       7
                                                                                                       5
                                                                                                       _
                                                                                                       n
                                                                                                       o
                                                                                                       n
                                                                                                       e
                                                                                                       _
                                                                                                       3
                                                                                                       c
                                                                                                       f
                                                                                                       e
                                                                                                       1
                                                                                                       5
                                                                                                       b
                                                                                                       7
                                                                                                       0
                                                                                                       a
                                                                                                       7
                                                                                                       e
                                                                                                       b
                                                                                                       7
                                                                                                       4
                                                                                                       1
                                                                                                       \
                                                                                                       h
                                                                                                       h
                                                                                                       .
                                                                                                       e
                                                                                                       x
                                                                                                       e
                                                                                                       }
VersionInfo                                                                                          : F
                                                                                                       i
                                                                                                       l
                                                                                                       e
                                                                                                       :













                                                                                                       C
                                                                                                       :
                                                                                                       \
                                                                                                       W
                                                                                                       i
                                                                                                       n
                                                                                                       d
                                                                                                       o
                                                                                                       w
                                                                                                       s
                                                                                                       \
                                                                                                       h
                                                                                                       h
                                                                                                       .
                                                                                                       e
                                                                                                       x
                                                                                                       e
                                                                                                       I
                                                                                                       n
                                                                                                       t
                                                                                                       e
                                                                                                       r
                                                                                                       n
                                                                                                       a
                                                                                                       l
                                                                                                       N
                                                                                                       a
                                                                                                       m
                                                                                                       e
                                                                                                       :





                                                                                                       H
                                                                                                       H

                                                                                                       1
                                                                                                       .
                                                                                                       4
                                                                                                       1
                                                                                                       O
                                                                                                       r
                                                                                                       i
                                                                                                       g
                                                                                                       i
                                                                                                       n
                                                                                                       a
                                                                                                       l
                                                                                                       F
                                                                                                       i
                                                                                                       l
                                                                                                       e
                                                                                                       n
                                                                                                       a
                                                                                                       m
                                                                                                       e
                                                                                                       :

                                                                                                       H
                                                                                                       H
                                                                                                       .
                                                                                                       e
                                                                                                       x
                                                                                                       e
                                                                                                       .
                                                                                                       m
                                                                                                       u
                                                                                                       i
                                                                                                       F
                                                                                                       i
                                                                                                       l
                                                                                                       e
                                                                                                       V
                                                                                                       e
                                                                                                       r
                                                                                                       s
                                                                                                       i
                                                                                                       o
                                                                                                       n
                                                                                                       :






                                                                                                       1
                                                                                                       0
                                                                                                       .
                                                                                                       0
                                                                                                       .
                                                                                                       1
                                                                                                       7
                                                                                                       7
                                                                                                       6
                                                                                                       3
                                                                                                       .
                                                                                                       1
                                                                                                       0
                                                                                                       9
                                                                                                       1

                                                                                                       (
                                                                                                       W
                                                                                                       i
                                                                                                       n
                                                                                                       B
                                                                                                       u
                                                                                                       i
                                                                                                       l
                                                                                                       d
                                                                                                       .
                                                                                                       1
                                                                                                       6
                                                                                                       0
                                                                                                       1
                                                                                                       0
                                                                                                       1
                                                                                                       .
                                                                                                       0
                                                                                                       8
                                                                                                       0
                                                                                                       0
                                                                                                       )
                                                                                                       F
                                                                                                       i
                                                                                                       l
                                                                                                       e
                                                                                                       D
                                                                                                       e
                                                                                                       s
                                                                                                       c
                                                                                                       r
                                                                                                       i
                                                                                                       p
                                                                                                       t
                                                                                                       i
                                                                                                       o
                                                                                                       n
                                                                                                       :


                                                                                                       A
                                                                                                       r
                                                                                                       c
                                                                                                       h
                                                                                                       i
                                                                                                       v
                                                                                                       o

                                                                                                       e
                                                                                                       j
                                                                                                       e
                                                                                                       c
                                                                                                       u
                                                                                                       t
                                                                                                       a
                                                                                                       b
                                                                                                       l
                                                                                                       e

                                                                                                       d
                                                                                                       e

                                                                                                       a
                                                                                                       y
                                                                                                       u
                                                                                                       d
                                                                                                       a

                                                                                                       H
                                                                                                       T
                                                                                                       M
                                                                                                       L

                                                                                                       d
                                                                                                       e

                                                                                                       M
                                                                                                       i
                                                                                                       c
                                                                                                       r
                                                                                                       o
                                                                                                       s
                                                                                                       o
                                                                                                       f
                                                                                                       t
                                                                                                       ®
                                                                                                       P
                                                                                                       r
                                                                                                       o
                                                                                                       d
                                                                                                       u
                                                                                                       c
                                                                                                       t
                                                                                                       :










                                                                                                       A
                                                                                                       y
                                                                                                       u
                                                                                                       d
                                                                                                       a

                                                                                                       d
                                                                                                       e

                                                                                                       H
                                                                                                       T
                                                                                                       M
                                                                                                       L
                                                                                                       P
                                                                                                       r
                                                                                                       o
                                                                                                       d
                                                                                                       u
                                                                                                       c
                                                                                                       t
                                                                                                       V
                                                                                                       e
                                                                                                       r
                                                                                                       s
                                                                                                       i
                                                                                                       o
                                                                                                       n
                                                                                                       :



                                                                                                       1
                                                                                                       0
                                                                                                       .
                                                                                                       0
                                                                                                       .
                                                                                                       1
                                                                                                       7
                                                                                                       7
                                                                                                       6
                                                                                                       3
                                                                                                       .
                                                                                                       1
                                                                                                       0
                                                                                                       9
                                                                                                       1
                                                                                                       D
                                                                                                       e
                                                                                                       b
                                                                                                       u
                                                                                                       g
                                                                                                       :












                                                                                                       F
                                                                                                       a
                                                                                                       l
                                                                                                       s
                                                                                                       e
                                                                                                       P
